return-date,order-id,sku,asin,fnsku,product-name,quantity,fulfillment-center-id,detailed-disposition,reason,status,license-plate-number,customer-comments
2026-08-15T07:41:00+00:00,111-4000869-8265324,TH-CASIRO-02,B0TH002KX,X0TH0002,Cast Iron Skillet 12in,1,PHX7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077018,
2026-07-14T18:49:00+00:00,111-4000891-9985475,TH-CASIRO-02,B0TH002KX,X0TH0002,Cast Iron Skillet 12in,1,LAX9,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077019,
2026-07-28T19:21:00+00:00,111-4000903-6020280,TH-CASIRO-02,B0TH002KX,X0TH0002,Cast Iron Skillet 12in,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077020,
2026-07-02T00:14:00+00:00,111-4000980-5092017,TH-CASIRO-02,B0TH002KX,X0TH0002,Cast Iron Skillet 12in,1,PHX7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077021,
2026-05-28T05:02:00+00:00,111-4001074-3177903,TH-CASIRO-02,B0TH002KX,X0TH0002,Cast Iron Skillet 12in,1,DFW6,CARRIER_DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077022,
2026-06-09T12:30:00+00:00,111-4001448-1999806,TH-ENADUT-03,B0TH003KX,X0TH0003,Enamel Dutch Oven 5qt,1,DFW6,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077030,
2026-06-07T22:43:00+00:00,111-4001529-1011856,TH-ENADUT-03,B0TH003KX,X0TH0003,Enamel Dutch Oven 5qt,1,DFW6,DEFECTIVE,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077031,
2026-08-25T21:32:00+00:00,111-4001566-5331622,TH-ENADUT-03,B0TH003KX,X0TH0003,Enamel Dutch Oven 5qt,1,DFW6,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077032,
2026-08-24T02:53:00+00:00,111-4001621-3168318,TH-ENADUT-03,B0TH003KX,X0TH0003,Enamel Dutch Oven 5qt,1,ONT8,DEFECTIVE,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077033,
2026-08-11T13:22:00+00:00,111-4001819-3676665,TH-CARSTE-04,B0TH004KX,X0TH0004,Carbon Steel Wok,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077041,
2026-08-26T05:45:00+00:00,111-4001862-1379626,TH-CARSTE-04,B0TH004KX,X0TH0004,Carbon Steel Wok,1,DFW6,CARRIER_DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077042,
2026-08-21T22:29:00+00:00,111-4001893-6364951,TH-CARSTE-04,B0TH004KX,X0TH0004,Carbon Steel Wok,1,DFW6,DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077043,
2026-06-16T16:50:00+00:00,111-4001923-2381660,TH-CARSTE-04,B0TH004KX,X0TH0004,Carbon Steel Wok,1,DFW6,DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077044,
2026-08-12T13:50:00+00:00,111-4002236-4632010,TH-BAMCUT-05,B0TH005KX,X0TH0005,Bamboo Cutting Board L,1,DFW6,DEFECTIVE,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077051,
2026-06-02T06:26:00+00:00,111-4002302-6048186,TH-BAMCUT-05,B0TH005KX,X0TH0005,Bamboo Cutting Board L,1,MDW2,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077052,
2026-08-25T17:40:00+00:00,111-4002347-6390017,TH-BAMCUT-05,B0TH005KX,X0TH0005,Bamboo Cutting Board L,1,DFW6,DEFECTIVE,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077053,
2026-06-02T07:42:00+00:00,111-4002686-8128321,TH-BAMCUT-06,B0TH006KX,X0TH0006,Bamboo Cutting Board M,1,MDW2,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077059,
2026-08-05T03:55:00+00:00,111-4002717-3824843,TH-BAMCUT-06,B0TH006KX,X0TH0006,Bamboo Cutting Board M,1,PHX7,CUSTOMER_DAMAGED,DEFECTIVE,Reimbursed,LPNRR000077060,
2026-06-30T04:52:00+00:00,111-4002767-7547464,TH-BAMCUT-06,B0TH006KX,X0TH0006,Bamboo Cutting Board M,1,ONT8,DEFECTIVE,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077061,
2026-08-16T05:46:00+00:00,111-4002860-3007410,TH-BAMCUT-06,B0TH006KX,X0TH0006,Bamboo Cutting Board M,1,LAX9,DEFECTIVE,DEFECTIVE,Reimbursed,LPNRR000077062,
2026-06-01T06:18:00+00:00,111-4002924-3916536,TH-BAMCUT-06,B0TH006KX,X0TH0006,Bamboo Cutting Board M,1,MDW2,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077063,
2026-08-07T20:47:00+00:00,111-4003271-1393134,TH-WALSER-07,B0TH007KX,X0TH0007,Walnut Serving Tray,1,DFW6,DEFECTIVE,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077071,
2026-07-16T12:16:00+00:00,111-4003317-9770649,TH-WALSER-07,B0TH007KX,X0TH0007,Walnut Serving Tray,1,LAX9,CARRIER_DAMAGED,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077072,
2026-08-22T14:57:00+00:00,111-4003387-9289483,TH-WALSER-07,B0TH007KX,X0TH0007,Walnut Serving Tray,1,DFW6,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077073,
2026-07-12T13:16:00+00:00,111-4003666-6634679,TH-CHEKNI-08,B0TH008KX,X0TH0008,Chef Knife 8in,1,PHX7,DEFECTIVE,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077081,
2026-06-13T18:24:00+00:00,111-4003695-9889298,TH-CHEKNI-08,B0TH008KX,X0TH0008,Chef Knife 8in,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077082,
2026-06-23T04:28:00+00:00,111-4003726-8282721,TH-CHEKNI-08,B0TH008KX,X0TH0008,Chef Knife 8in,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077083,
2026-07-19T14:00:00+00:00,111-4004013-4495538,TH-PARKNI-09,B0TH009KX,X0TH0009,Paring Knife 3.5in,1,PHX7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077090,
2026-08-24T13:33:00+00:00,111-4004031-7757969,TH-PARKNI-09,B0TH009KX,X0TH0009,Paring Knife 3.5in,1,DFW6,DEFECTIVE,NOT_AS_DESCRIBED,Reimbursed,LPNRR000077091,
2026-07-02T02:07:00+00:00,111-4004086-9676371,TH-PARKNI-09,B0TH009KX,X0TH0009,Paring Knife 3.5in,1,PHX7,CUSTOMER_DAMAGED,UNWANTED_ITEM,Reimbursed,LPNRR000077092,
2026-05-31T08:33:00+00:00,111-4004114-9710250,TH-PARKNI-09,B0TH009KX,X0TH0009,Paring Knife 3.5in,1,MDW2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077093,
2026-08-28T14:53:00+00:00,111-4004207-9396863,TH-PARKNI-09,B0TH009KX,X0TH0009,Paring Knife 3.5in,1,DFW6,DEFECTIVE,DEFECTIVE,Unit not returned to inventory,LPNRR000077094,
2026-06-03T21:14:00+00:00,111-4004513-3017038,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077101,
2026-06-29T08:08:00+00:00,111-4004556-1470117,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,ONT8,CARRIER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077102,
2026-06-16T19:15:00+00:00,111-4004574-8148369,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,LAX9,DEFECTIVE,DEFECTIVE,Unit not returned to inventory,LPNRR000077103,
2026-08-09T13:40:00+00:00,111-4004664-7584751,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,MDW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077104,
2026-08-09T02:48:00+00:00,111-4004713-5315177,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,PHX7,CUSTOMER_DAMAGED,UNWANTED_ITEM,Reimbursed,LPNRR000077105,
2026-07-28T20:23:00+00:00,111-4004783-2151629,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,ONT8,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077106,
2026-08-15T16:14:00+00:00,111-4004854-9346814,TH-BREKNI-10,B0TH010KX,X0TH0010,Bread Knife 10in,1,PHX7,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077107,
2026-05-31T00:30:00+00:00,111-4005020-9298239,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,ONT8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077114,
2026-07-21T10:27:00+00:00,111-4005099-6202009,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077115,
2026-07-15T19:41:00+00:00,111-4005177-2907453,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,PHX7,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077116,
2026-06-25T18:49:00+00:00,111-4005202-4555698,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,PHX7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077117,
2026-06-16T20:14:00+00:00,111-4005273-5446135,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077118,
2026-06-28T05:29:00+00:00,111-4005369-2718496,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,MDW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077119,
2026-08-20T20:10:00+00:00,111-4005459-9197180,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,LAX9,DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077120,
2026-06-16T21:19:00+00:00,111-4005475-8663326,TH-KNISHA-11,B0TH011KX,X0TH0011,Knife Sharpener Whetstone,1,DFW6,DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077121,
2026-08-05T03:03:00+00:00,111-4005830-8920177,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,DFW6,DEFECTIVE,DEFECTIVE,Unit not returned to inventory,LPNRR000077127,
2026-07-10T09:01:00+00:00,111-4005865-1782567,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077128,
2026-08-26T12:36:00+00:00,111-4005943-8314716,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,LAX9,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077129,
2026-07-19T11:30:00+00:00,111-4006011-3723857,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,LAX9,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077130,
2026-08-28T00:39:00+00:00,111-4006029-5749140,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,PHX7,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077131,
2026-05-28T21:14:00+00:00,111-4006090-3906751,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,ONT8,DEFECTIVE,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077132,
2026-08-16T19:04:00+00:00,111-4006132-6836469,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,LAX9,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077133,
2026-06-07T10:38:00+00:00,111-4006170-5237350,TH-STAMIX-12,B0TH012KX,X0TH0012,Stainless Mixing Bowls 5pc,1,MDW2,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077134,
2026-06-19T07:37:00+00:00,111-4006443-4064328,TH-SILSPA-13,B0TH013KX,X0TH0013,Silicone Spatula Set,1,PHX7,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077139,
2026-06-11T08:36:00+00:00,111-4006457-3990575,TH-SILSPA-13,B0TH013KX,X0TH0013,Silicone Spatula Set,1,LAX9,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077140,
2026-08-16T12:03:00+00:00,111-4006520-8788796,TH-SILSPA-13,B0TH013KX,X0TH0013,Silicone Spatula Set,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077141,
2026-05-26T17:49:00+00:00,111-4006547-6808666,TH-SILSPA-13,B0TH013KX,X0TH0013,Silicone Spatula Set,1,MDW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077142,
2026-07-15T19:40:00+00:00,111-4006576-8550885,TH-SILSPA-13,B0TH013KX,X0TH0013,Silicone Spatula Set,1,DFW6,CARRIER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077143,
2026-05-31T02:27:00+00:00,111-4006766-2952585,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,LAX9,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077152,
2026-07-30T19:34:00+00:00,111-4006803-1795361,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,MDW2,DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077153,
2026-06-07T13:55:00+00:00,111-4006840-8088000,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,MDW2,CARRIER_DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077154,
2026-07-24T02:45:00+00:00,111-4006925-6253319,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,ONT8,DEFECTIVE,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077155,
2026-07-14T06:12:00+00:00,111-4007001-7534531,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,DFW6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077156,
2026-08-06T21:27:00+00:00,111-4007069-8495470,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,ONT8,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077157,
2026-08-19T13:11:00+00:00,111-4007087-1150864,TH-MEACUP-14,B0TH014KX,X0TH0014,Measuring Cups Steel,1,LAX9,CARRIER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077158,
2026-06-25T17:47:00+00:00,111-4007359-1778709,TH-SALCEL-15,B0TH015KX,X0TH0015,Salt Cellar Acacia,1,MDW2,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRR000077164,
2026-06-14T17:17:00+00:00,111-4007423-8658050,TH-SALCEL-15,B0TH015KX,X0TH0015,Salt Cellar Acacia,1,MDW2,DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077165,
2026-06-11T22:51:00+00:00,111-4007464-4834130,TH-SALCEL-15,B0TH015KX,X0TH0015,Salt Cellar Acacia,1,DFW6,CUSTOMER_DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077166,
2026-06-09T11:06:00+00:00,111-4007751-8335136,TH-PEPMIL-16,B0TH016KX,X0TH0016,Pepper Mill Walnut,1,ONT8,CARRIER_DAMAGED,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077174,
2026-08-26T00:45:00+00:00,111-4007798-6021701,TH-PEPMIL-16,B0TH016KX,X0TH0016,Pepper Mill Walnut,1,ONT8,DEFECTIVE,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077175,
2026-05-27T18:28:00+00:00,111-4007866-6847779,TH-PEPMIL-16,B0TH016KX,X0TH0016,Pepper Mill Walnut,1,MDW2,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077176,
2026-06-04T20:05:00+00:00,111-4008141-6913526,TH-FREPRE-17,B0TH017KX,X0TH0017,French Press 34oz,1,PHX7,DEFECTIVE,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077183,
2026-07-22T07:58:00+00:00,111-4008203-3426565,TH-FREPRE-17,B0TH017KX,X0TH0017,French Press 34oz,1,MDW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077184,
2026-08-23T14:37:00+00:00,111-4008249-3486038,TH-FREPRE-17,B0TH017KX,X0TH0017,French Press 34oz,1,ONT8,DAMAGED,NOT_AS_DESCRIBED,Reimbursed,LPNRR000077185,
2026-07-20T21:38:00+00:00,111-4008581-3462261,TH-POUOVE-18,B0TH018KX,X0TH0018,Pour Over Kettle Gooseneck,1,MDW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077192,
2026-06-16T17:34:00+00:00,111-4008592-3878699,TH-POUOVE-18,B0TH018KX,X0TH0018,Pour Over Kettle Gooseneck,1,ONT8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077193,
2026-06-15T12:16:00+00:00,111-4008662-1188262,TH-POUOVE-18,B0TH018KX,X0TH0018,Pour Over Kettle Gooseneck,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077194,
2026-07-16T03:22:00+00:00,111-4008758-6816963,TH-POUOVE-18,B0TH018KX,X0TH0018,Pour Over Kettle Gooseneck,1,DFW6,DEFECTIVE,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077195,
2026-07-09T04:11:00+00:00,111-4009121-3689668,TH-COFCAN-19,B0TH019KX,X0TH0019,Coffee Canister Airtight,1,LAX9,DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077203,
2026-07-01T19:03:00+00:00,111-4009139-5700270,TH-COFCAN-19,B0TH019KX,X0TH0019,Coffee Canister Airtight,1,LAX9,DEFECTIVE,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077204,
2026-08-29T18:10:00+00:00,111-4009157-6843329,TH-COFCAN-19,B0TH019KX,X0TH0019,Coffee Canister Airtight,1,PHX7,DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077205,
2026-08-05T07:47:00+00:00,111-4009206-5380884,TH-COFCAN-19,B0TH019KX,X0TH0019,Coffee Canister Airtight,1,ONT8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077206,
2026-07-06T21:42:00+00:00,111-4009221-3909542,TH-COFCAN-19,B0TH019KX,X0TH0019,Coffee Canister Airtight,1,ONT8,CARRIER_DAMAGED,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077207,
2026-06-07T10:00:00+00:00,111-4009527-8990155,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,DFW6,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077213,
2026-08-15T17:02:00+00:00,111-4009553-2891531,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,DFW6,DAMAGED,NOT_AS_DESCRIBED,Reimbursed,LPNRR000077214,
2026-08-19T07:50:00+00:00,111-4009590-3085344,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,ONT8,DEFECTIVE,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077215,
2026-06-12T07:16:00+00:00,111-4009643-9115491,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,DFW6,DAMAGED,DEFECTIVE,Reimbursed,LPNRR000077216,
2026-07-18T18:12:00+00:00,111-4009667-5339873,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,LAX9,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077217,
2026-06-04T00:42:00+00:00,111-4009710-4973788,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,PHX7,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit not returned to inventory,LPNRR000077218,
2026-06-03T18:25:00+00:00,111-4009786-8812146,TH-TEAINF-20,B0TH020KX,X0TH0020,Tea Infuser Mug,1,LAX9,DEFECTIVE,UNWANTED_ITEM,Unit not returned to inventory,LPNRR000077219,
2026-07-06T20:06:00+00:00,111-4010114-7638485,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077224,
2026-06-05T22:40:00+00:00,111-4010134-5623570,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,MDW2,DEFECTIVE,ORDERED_WRONG_ITEM,Reimbursed,LPNRR000077225,
2026-07-12T19:49:00+00:00,111-4010200-8564283,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,DFW6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077226,
2026-07-17T03:49:00+00:00,111-4010212-9353804,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,LAX9,CARRIER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077227,
2026-06-30T16:45:00+00:00,111-4010271-7097275,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,LAX9,SELLABLE,DEFECTIVE,Unit returned to inventory,LPNRR000077228,
2026-07-25T17:37:00+00:00,111-4010329-4458788,TH-APRWAX-21,B0TH021KX,X0TH0021,Apron Waxed Canvas,1,PHX7,DAMAGED,UNWANTED_ITEM,Reimbursed,LPNRR000077229,
2026-06-02T01:42:00+00:00,111-4010492-1396270,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,DFW6,DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077236,
2026-07-20T13:12:00+00:00,111-4010526-2155295,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,ONT8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077237,
2026-07-13T04:48:00+00:00,111-4010585-7573195,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,ONT8,CARRIER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077238,
2026-06-14T11:36:00+00:00,111-4010601-7598678,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,MDW2,CARRIER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077239,
2026-08-24T09:36:00+00:00,111-4010633-4509044,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,MDW2,CARRIER_DAMAGED,DEFECTIVE,Unit not returned to inventory,LPNRR000077240,
2026-08-25T08:10:00+00:00,111-4010682-5252335,TH-OVEMIT-22,B0TH022KX,X0TH0022,Oven Mitts Aramid Pair,1,ONT8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNRR000077241,
2026-07-12T04:13:00+00:00,111-4011049-6061639,TH-TRICOR-23,B0TH023KX,X0TH0023,Trivet Cork Set,1,PHX7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077247,
2026-06-26T13:27:00+00:00,111-4011091-9800846,TH-TRICOR-23,B0TH023KX,X0TH0023,Trivet Cork Set,1,MDW2,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit not returned to inventory,LPNRR000077248,
2026-06-23T05:04:00+00:00,111-4011181-2586149,TH-TRICOR-23,B0TH023KX,X0TH0023,Trivet Cork Set,1,PHX7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNRR000077249,
2026-07-30T17:25:00+00:00,111-4011515-4269611,TH-KITTOW-24,B0TH024KX,X0TH0024,Kitchen Towels Linen 4pk,1,LAX9,CUSTOMER_DAMAGED,DEFECTIVE,Reimbursed,LPNRR000077257,
2026-08-04T20:36:00+00:00,111-4011569-3207450,TH-KITTOW-24,B0TH024KX,X0TH0024,Kitchen Towels Linen 4pk,1,LAX9,DAMAGED,NOT_AS_DESCRIBED,Reimbursed,LPNRR000077258,
