"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdback, per-item fees and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,Regulatory Fee,Tax On Regulatory Fee,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"May 8, 2026 8:00:00 PM PDT",,Refund,111-4001167-4531939,TH-CASIRO-02,Cast Iron Skillet 12in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-46.34,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,-40.78
"Jun 17, 2026 4:00:00 AM PDT",,Order,111-4001254-3862171,TH-CASIRO-02,Cast Iron Skillet 12in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,46.34,0,0,0,0,0,0,0,0,0,0,-6.95,-7.10,0,0,32.29
"Jul 9, 2026 1:00:00 PM PDT",,Order,111-4001332-7585598,TH-CASIRO-02,Cast Iron Skillet 12in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,46.34,0,0,0,0,0,0,0,0,0,0,-6.95,-7.10,0,0,32.29
"May 10, 2026 3:00:00 PM PDT",,Order,111-4001411-6152091,TH-CASIRO-02,Cast Iron Skillet 12in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,46.34,0,0,0,0,0,0,0,0,0,0,-6.95,-7.10,0,0,32.29
"Jun 4, 2026 1:00:00 PM PDT",,Refund,111-4001448-1999806,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-77.59,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,-68.28
"Jun 3, 2026 9:00:00 PM PDT",,Refund,111-4001529-1011856,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-77.59,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,-68.28
"Aug 22, 2026 8:00:00 PM PDT",,Refund,111-4001566-5331622,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-77.59,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,-68.28
"Aug 22, 2026 6:00:00 AM PDT",,Refund,111-4001621-3168318,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-77.59,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,-68.28
"Jul 16, 2026 4:00:00 PM PDT",,Order,111-4001681-4435330,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,77.59,0,0,0,0,0,0,0,0,0,0,-11.64,-7.10,0,0,58.85
"Jun 25, 2026 10:00:00 AM PDT",,Order,111-4001716-6385431,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,77.59,0,0,0,0,0,0,0,0,0,0,-11.64,-7.10,0,0,58.85
"Jul 19, 2026 9:00:00 PM PDT",,Order,111-4001766-7808220,TH-ENADUT-03,Enamel Dutch Oven 5qt,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,77.59,0,0,0,0,0,0,0,0,0,0,-11.64,-7.10,0,0,58.85
"Aug 6, 2026 1:00:00 PM PDT",,Refund,111-4001819-3676665,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-51.49,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,-45.31
"Aug 22, 2026 5:00:00 AM PDT",,Refund,111-4001862-1379626,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-51.49,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,-45.31
"Aug 18, 2026 6:00:00 PM PDT",,Refund,111-4001893-6364951,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-51.49,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,-45.31
"Jun 12, 2026 2:00:00 PM PDT",,Refund,111-4001923-2381660,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-51.49,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,-45.31
"Jun 15, 2026 5:00:00 AM PDT",,Refund,111-4001943-4629004,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-51.49,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,-45.31
"Aug 21, 2026 2:00:00 AM PDT",,Order,111-4001999-8727272,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,51.49,0,0,0,0,0,0,0,0,0,0,-7.72,-7.10,0,0,36.67
"Jun 28, 2026 1:00:00 AM PDT",,Order,111-4002082-7151720,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,51.49,0,0,0,0,0,0,0,0,0,0,-7.72,-7.10,0,0,36.67
"Jul 26, 2026 6:00:00 AM PDT",,Order,111-4002170-5284984,TH-CARSTE-04,Carbon Steel Wok,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,51.49,0,0,0,0,0,0,0,0,0,0,-7.72,-7.10,0,0,36.67
"Aug 9, 2026 6:00:00 PM PDT",,Refund,111-4002236-4632010,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-27.15,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,-23.89
"May 27, 2026 6:00:00 AM PDT",,Refund,111-4002302-6048186,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-27.15,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,-23.89
"Aug 20, 2026 5:00:00 AM PDT",,Refund,111-4002347-6390017,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-27.15,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,-23.89
"Jul 7, 2026 11:00:00 AM PDT",,Refund,111-4002401-6618607,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-27.15,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,-23.89
"Jun 1, 2026 6:00:00 PM PDT",,Refund,111-4002457-7315217,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-27.15,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,-23.89
"May 16, 2026 3:00:00 AM PDT",,Order,111-4002523-4302967,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,27.15,0,0,0,0,0,0,0,0,0,0,-4.07,-4.35,0,0,18.73
"May 16, 2026 12:00:00 PM PDT",,Order,111-4002585-7792457,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,27.15,0,0,0,0,0,0,0,0,0,0,-4.07,-4.35,0,0,18.73
"Aug 3, 2026 12:00:00 PM PDT",,Order,111-4002662-7997942,TH-BAMCUT-05,Bamboo Cutting Board L,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,27.15,0,0,0,0,0,0,0,0,0,0,-4.07,-4.35,0,0,18.73
"May 29, 2026 6:00:00 AM PDT",,Refund,111-4002686-8128321,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"Aug 1, 2026 1:00:00 PM PDT",,Refund,111-4002717-3824843,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"Jun 24, 2026 9:00:00 AM PDT",,Refund,111-4002767-7547464,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"Aug 10, 2026 10:00:00 PM PDT",,Refund,111-4002860-3007410,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"May 30, 2026 11:00:00 AM PDT",,Refund,111-4002924-3916536,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"May 26, 2026 9:00:00 PM PDT",,Refund,111-4002936-4262588,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"Jun 17, 2026 12:00:00 PM PDT",,Refund,111-4002974-3278725,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-19.39,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,-17.06
"May 22, 2026 5:00:00 AM PDT",,Order,111-4003067-1333385,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,19.39,0,0,0,0,0,0,0,0,0,0,-2.91,-4.35,0,0,12.13
"Jul 12, 2026 1:00:00 PM PDT",,Order,111-4003161-7881177,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,19.39,0,0,0,0,0,0,0,0,0,0,-2.91,-4.35,0,0,12.13
"Aug 30, 2026 4:00:00 PM PDT",,Order,111-4003200-8739027,TH-BAMCUT-06,Bamboo Cutting Board M,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,19.39,0,0,0,0,0,0,0,0,0,0,-2.91,-4.35,0,0,12.13
"Aug 5, 2026 8:00:00 AM PDT",,Refund,111-4003271-1393134,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-37.82,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,-33.28
"Jul 13, 2026 10:00:00 AM PDT",,Refund,111-4003317-9770649,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-37.82,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,-33.28
"Aug 16, 2026 5:00:00 PM PDT",,Refund,111-4003387-9289483,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-37.82,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,-33.28
"Jul 3, 2026 12:00:00 PM PDT",,Refund,111-4003456-9226073,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-37.82,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,-33.28
"May 11, 2026 5:00:00 PM PDT",,Order,111-4003515-8941824,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,37.82,0,0,0,0,0,0,0,0,0,0,-5.67,-4.35,0,0,27.80
"Aug 19, 2026 9:00:00 PM PDT",,Order,111-4003543-4631551,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,37.82,0,0,0,0,0,0,0,0,0,0,-5.67,-4.35,0,0,27.80
"May 15, 2026 4:00:00 PM PDT",,Order,111-4003627-7192609,TH-WALSER-07,Walnut Serving Tray,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,37.82,0,0,0,0,0,0,0,0,0,0,-5.67,-4.35,0,0,27.80
"Jul 8, 2026 3:00:00 PM PDT",,Refund,111-4003666-6634679,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-58.19,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,-51.21
"Jun 8, 2026 11:00:00 PM PDT",,Refund,111-4003695-9889298,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-58.19,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,-51.21
"Jun 19, 2026 10:00:00 PM PDT",,Refund,111-4003726-8282721,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-58.19,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,-51.21
"Jun 19, 2026 8:00:00 AM PDT",,Order,111-4003798-9932537,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,58.19,0,0,0,0,0,0,0,0,0,0,-8.73,-4.35,0,0,45.11
"Jun 19, 2026 2:00:00 PM PDT",,Order,111-4003854-2678455,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,58.19,0,0,0,0,0,0,0,0,0,0,-8.73,-4.35,0,0,45.11
"Jun 24, 2026 8:00:00 PM PDT",,Order,111-4003924-7770310,TH-CHEKNI-08,Chef Knife 8in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,58.19,0,0,0,0,0,0,0,0,0,0,-8.73,-4.35,0,0,45.11
"Jul 13, 2026 5:00:00 AM PDT",,Refund,111-4004013-4495538,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"Aug 22, 2026 6:00:00 AM PDT",,Refund,111-4004031-7757969,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"Jun 27, 2026 8:00:00 PM PDT",,Refund,111-4004086-9676371,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"May 27, 2026 9:00:00 AM PDT",,Refund,111-4004114-9710250,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"Aug 22, 2026 5:00:00 PM PDT",,Refund,111-4004207-9396863,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"May 12, 2026 2:00:00 PM PDT",,Refund,111-4004228-2926992,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"Jul 5, 2026 12:00:00 PM PDT",,Refund,111-4004276-8446106,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-18.42,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,-16.21
"Jul 29, 2026 4:00:00 AM PDT",,Order,111-4004339-2250714,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,18.42,0,0,0,0,0,0,0,0,0,0,-2.76,-4.35,0,0,11.31
"May 16, 2026 2:00:00 AM PDT",,Order,111-4004392-9538383,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,18.42,0,0,0,0,0,0,0,0,0,0,-2.76,-4.35,0,0,11.31
"Jun 27, 2026 5:00:00 PM PDT",,Order,111-4004439-7793639,TH-PARKNI-09,Paring Knife 3.5in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,18.42,0,0,0,0,0,0,0,0,0,0,-2.76,-4.35,0,0,11.31
"May 31, 2026 8:00:00 AM PDT",,Refund,111-4004513-3017038,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Jun 27, 2026 6:00:00 AM PDT",,Refund,111-4004556-1470117,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Jun 12, 2026 2:00:00 PM PDT",,Refund,111-4004574-8148369,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Aug 3, 2026 5:00:00 AM PDT",,Refund,111-4004664-7584751,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Aug 4, 2026 5:00:00 AM PDT",,Refund,111-4004713-5315177,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Jul 23, 2026 8:00:00 AM PDT",,Refund,111-4004783-2151629,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"Aug 10, 2026 9:00:00 PM PDT",,Refund,111-4004854-9346814,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-29.09,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,-25.60
"May 25, 2026 4:00:00 AM PDT",,Order,111-4004883-6530156,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,29.09,0,0,0,0,0,0,0,0,0,0,-4.36,-4.35,0,0,20.38
"May 21, 2026 8:00:00 AM PDT",,Order,111-4004951-7334001,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,29.09,0,0,0,0,0,0,0,0,0,0,-4.36,-4.35,0,0,20.38
"Jun 21, 2026 3:00:00 PM PDT",,Order,111-4004981-6594705,TH-BREKNI-10,Bread Knife 10in,1,amazon.com,Standard Orders,Amazon,SEATTLE,WA,98101,MarketplaceFacilitator,29.09,0,0,0,0,0,0,0,0,0,0,-4.36,-4.35,0,0,20.38
"May 29, 2026 9:00:00 PM PDT",,Refund,111-4005020-9298239,TH-KNISHA-11,Knife Sharpener Whetstone,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-24.99,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,-21.99
"Jul 19, 2026 10:00:00 AM PDT",,Refund,111-4005099-6202009,TH-KNISHA-11,Knife Sharpener Whetstone,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-24.99,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,-21.99
"Jul 11, 2026 5:00:00 PM PDT",,Refund,111-4005177-2907453,TH-KNISHA-11,Knife Sharpener Whetstone,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-24.99,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,-21.99
"Jun 23, 2026 5:00:00 AM PDT",,Refund,111-4005202-4555698,TH-KNISHA-11,Knife Sharpener Whetstone,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-24.99,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,-21.99
"Jun 13, 2026 3:00:00 PM PDT",,Refund,111-4005273-5446135,TH-KNISHA-11,Knife Sharpener Whetstone,1,amazon.com,Standard Orders,Amazon,,,,MarketplaceFacilitator,-24.99,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,-21.99
